Borough,Neighborhood Latitude,Neighborhood Longitude,Name,Restaurant Latitude,Restaurant Longitude,Category_Names,Area (sq mi),Population_2019,Density,Median_Househols_Income,N_employees
Redbridge,51.559,0.0741,Metro Cafe,51.562614,0.091256,Café,21.78,305222,5.386,29.549,79.985
Redbridge,51.559,0.0741,Captain Da Dera,51.552582,0.052596,Buffet,21.78,305222,5.386,29.549,79.985
Redbridge,51.559,0.0741,Kebabish Original,51.55227,0.052863,Asian Restaurant,21.78,305222,5.386,29.549,79.985
Redbridge,51.559,0.0741,Delhi O Delhi,51.563225,0.097768,Indian Restaurant,21.78,305222,5.386,29.549,79.985
Redbridge,51.559,0.0741,O'Grady's Irish Bar,51.564998,0.101237,Arts and Entertainment,21.78,305222,5.386,29.549,79.985
Redbridge,51.559,0.0741,KFC,51.564782,0.100005,Fast Food Restaurant,21.78,305222,5.386,29.549,79.985
Redbridge,51.559,0.0741,Goodmayes Motors,51.564518,0.098927,Café,21.78,305222,5.386,29.549,79.985
Redbridge,51.559,0.0741,Idly Dosa,51.575526,0.068108,Pizzeria,21.78,305222,5.386,29.549,79.985
Redbridge,51.559,0.0741,Istanbul Restaurant,51.551435,0.049879,Turkish Restaurant,21.78,305222,5.386,29.549,79.985
Richmond upon Thames,51.4479,0.326,Hot Rod Diner,51.445198,0.329766,American Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Ebbsfleet Grill,51.446308,0.325426,Pizzeria,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Rt Dosa,51.443269,0.336432,South Indian Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Domino's Pizza,51.443221,0.336585,Pizzeria,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Northfleet Fish N Chips,51.440436,0.342176,Seafood Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Euro Kebab,51.446308,0.325426,Fast Food Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Sultan Pizza,51.446308,0.325426,Pizzeria,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Northfleet Fried Chicken,51.446162,0.325793,Fast Food Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,The Cosmopolitan,51.448263,0.323158,Arts and Entertainment,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Fleet Fish Bar & Cafe,51.446071,0.326194,Fish and Chips Shop,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Sally's,51.44612,0.328598,Fish and Chips Shop,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Golden Chick,51.447517,0.320874,Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Masala,51.451318,0.318827,Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Fat Sams Snack Bar,51.450476,0.31557,Café,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Paramount Tandoori,51.443898,0.335997,Indian Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,White Eagle,51.443791,0.336023,Polish Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,The Hilltop Restaurant,51.4422,0.336687,Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Peking Palace,51.446806,0.310574,Fast Food Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Best Kebab,51.447392,0.310386,Fast Food Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Combo Fried Chicken,51.44755,0.310301,Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Bangla Garden,51.448136,0.310113,Fast Food Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Lea's Crusty Loaf Cafe,51.446999,0.310054,Café,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Swanscombe Fish Bar,51.448239,0.309994,Fish and Chips Shop,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Fish & Chip + Fried Chicken,51.441246,0.338383,Fish and Chips Shop,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Panarama Kebabs,51.446092,0.309039,Fast Food Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Akash Tandoori,51.446384,0.308306,Fast Food Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Bluefields,51.436487,0.333174,Burger Joint,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Eastgate Coffee Shop,51.43284,0.327463,Coffee Shop,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Family Chicken & Ribs,51.44208,0.34956,Fast Food Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Pink Garlic,51.432747,0.337904,Indian Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Master Chef Tandoori Grill,51.432747,0.337904,Fast Food Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Bengoli Spice,51.432628,0.337648,Fast Food Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Efas,51.442147,0.35318,Fast Food Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Flaming Grill,51.442147,0.35318,Fast Food Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Classy Kebab House,51.447806,0.320046,Kebab Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Ebbsfleet International Staff Messroom,51.443127,0.323014,Cafeteria,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Delicious Kebab,51.443038,0.320951,Food Truck,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Thai Eeksan,51.443273,0.336525,Thai Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,The Fire Station Cafe,51.445336,0.31031,Café,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,The Bangla Garden,51.44602,0.30268,Indian Restaurant,22.17,198019,3.43,41.493,83.02
Richmond upon Thames,51.4479,0.326,Hong Kong Kitchen,51.463535,0.338124,Chinese Restaurant,22.17,198019,3.43,41.493,83.02
Southwark,51.5035,0.0804,Viet Baguette,51.488581,0.067927,"Cafes, Coffee, and Tea Houses",11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Boulangerie Jade,51.492762,0.070756,Bakery,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,The Friends Cafe,51.491659,0.064228,Café,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Kailash Momo Restaurant,51.489048,0.067481,African Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Dial Arch,51.492561,0.069902,Pub,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Woolwich Equitable,51.49033,0.068356,Pub,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,KFC,51.505672,0.104633,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Subway - Gallions,51.516714,0.081924,Sandwich Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,McDonald's,51.506129,0.105187,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Nando's,51.516972,0.080435,Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Galyons Bar & Kitchen,51.506696,0.072961,Pub,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Domino's Pizza,51.488993,0.066258,Pizzeria,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Wimpy,51.490425,0.066859,Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,The Coffee Lounge,51.490489,0.068269,Coffee Shop,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Tai Tip Mein Noodle Bar,51.490616,0.069902,Thai Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Underground Bar UEL,51.508354,0.064091,Bar,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Beefeater,51.492824,0.067318,Steakhouse,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,The Museum Cafe & Bistro,51.493668,0.070487,Coffee Shop,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Tasty African Restaurant,51.490905,0.071543,African Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,McDonald's,51.516034,0.077573,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,ViB Bar,51.490813,0.069474,"Cafes, Coffee, and Tea Houses",11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Kings Diner Cafe,51.48928,0.086008,Café,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Art Fix,51.491448,0.066751,Café,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Station Kebab House,51.489513,0.069411,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Chautari,51.488731,0.088234,Asian Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Happy House,51.492777,0.061435,Chinese Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Urban Ice,51.489103,0.067514,Coffee Shop,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Picho's Cafe,51.489159,0.067548,Café,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Red Lion,51.488366,0.089748,Bar,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Maya D D's,51.488479,0.068047,Asian Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Anglesea Arms,51.488539,0.066987,Pub,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Dosa & Sambal Express,51.487517,0.092522,South Indian Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,McDonald's,51.51446,0.058032,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,McDonald's,51.490876,0.085429,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Domino's Pizza,51.499316,0.090498,Pizzeria,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,T J's Kebabs,51.499828,0.063181,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Hot Bite Fried Chicken & Pizza,51.49967,0.063267,Pizzeria,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Pier Garden Tandoori Restaurant,51.499931,0.063061,Indian Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Unity Kitchen Firepower,51.493763,0.070179,Coffee Shop,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Jimmy's World Grill,51.491588,0.073515,Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Village Fresh Naan,51.49041,0.083334,Indian Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Mister 'a' Restaurant,51.4903,0.083431,African Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Cyprus Fish Bar,51.511092,0.062471,Fish and Chips Shop,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Subway,51.517015,0.080186,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Woolwich Empire Theatre,51.492311,0.067919,Movie Theater,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Marmaris,51.490905,0.071543,Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Chicken World,51.49041,0.073,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,The Courtyard,51.493773,0.064216,Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Pizza Inn,51.493703,0.064013,Pizzeria,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Grandma Lee's Diner,51.493943,0.063336,Café,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,The Reach Bar & Kitchen,51.506704,0.073149,Wine Bar,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Domino's Pizza,51.498645,0.089724,Pizzeria,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Con Gusto,51.495186,0.070591,Italian Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Bella Italia,51.515687,0.077849,Italian Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,The Visitors Book Café,51.494686,0.070214,Café,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Roz Cafe,51.500842,0.062886,"Cafes, Coffee, and Tea Houses",11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Oscars Café,51.507405,0.06342,Café,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Greggs,51.507016,0.10692,Bakery,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Unity Kitchen,51.493942,0.070563,Café,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Pizza Hut,51.515615,0.077866,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Greggs,51.491019,0.068045,Bakery,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Subway,51.492262,0.064413,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Sam's Chicken,51.490944,0.0712,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,McDonald's,51.491593,0.066383,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Cafe Royal,51.490116,0.084141,Café,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,KFC,51.490404,0.066388,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Han Long,51.493703,0.064013,Chinese Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Beresford Fish and Chips,51.490813,0.069474,Café,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Danfe,51.489401,0.085076,Asian Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Uncle Kebabs,51.489375,0.0857,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Woolwich First Choice Cafe,51.493507,0.063253,Café,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Ghandi Tandoori,51.48928,0.086008,Indian Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Star Express,51.493088,0.063546,"Cafes, Coffee, and Tea Houses",11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,China City,51.490232,0.06857,Buffet,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Greggs,51.487232,0.090976,Bakery,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Curry Asia,51.490729,0.066404,Indian Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Royal Kebab,51.489836,0.066977,Kebab Restaurant,11.14,318830,10.992,29.222,254.375
Southwark,51.5035,0.0804,Food Angels,51.507016,0.10692,Fast Food Restaurant,11.14,318830,10.992,29.222,254.375
Sutton,51.3618,0.1945,The Malt Shovel,51.365626,0.207333,Pub,16.93,206349,4.665,32.398,72.45
Sutton,51.3618,0.1945,Riverside Tea Room,51.36845,0.210063,Restaurant,16.93,206349,4.665,32.398,72.45
Sutton,51.3618,0.1945,The Plough Inn,51.368481,0.209535,Pub,16.93,206349,4.665,32.398,72.45
Sutton,51.3618,0.1945,D P a Sound,51.370189,0.193158,Music Venue,16.93,206349,4.665,32.398,72.45
Sutton,51.3618,0.1945,The Watermark,51.36845,0.210063,Seafood Restaurant,16.93,206349,4.665,32.398,72.45
Sutton,51.3618,0.1945,Shepherd Neame,51.369262,0.213752,Bar,16.93,206349,4.665,32.398,72.45
Tower Hamlets,51.5099,0.0059,Fatboy's Diner,51.508082,0.008648,Arts and Entertainment,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Billingsgate Market,51.506343,-0.014289,Café,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Sticks 'n' Sushi,51.506061,-0.018122,Sushi Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,The Galvanisers Union,51.523134,-0.012377,Arts and Entertainment,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,BrewDog Canary Wharf,51.504482,-0.014783,Beer Bar,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Waitrose Steak & Oyster Bar,51.504418,-0.015005,Steakhouse,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Island Poke,51.505872,-0.016315,Fast Food Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Nando's,51.503263,0.004883,Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Gourmet Burger Kitchen,51.503361,0.004669,Burger Joint,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Goodman Canary Wharf,51.501347,-0.018342,Steakhouse,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,The Garden,51.511125,0.033021,Café,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Vinothec Compass,51.497977,0.000378,Wine Bar,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Ippudo,51.506116,-0.018088,Ramen Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Bella Cosa,51.50061,-0.011927,"Cafes, Coffee, and Tea Houses",7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Franco Manca,51.506035,-0.017497,Pizzeria,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,The Oiler Bar,51.506484,0.017557,Bar,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Upper Deck Restaurant,51.507811,0.023035,Hotel Bar,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Burger & Lobster,51.507387,-0.022256,Burger Joint,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Pret a Manger,51.499028,-0.01582,Fast Food Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,EatFan,51.495244,0.014084,Asian Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Leon,51.505188,-0.021858,Café,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Scarpetta,51.504439,-0.016914,Italian Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Meydan Sofrasi,51.516533,0.009046,Turkish Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Wagamama,51.500872,0.005804,Japanese Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,The Ivy in the Park,51.504859,-0.017208,English Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Gordon Ramsey Street Burger,51.502499,0.004605,Burger Joint,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Wasabi,51.503096,0.004782,Sushi Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Obicà,51.502741,-0.01978,Italian Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Black Sheep Coffee,51.503058,-0.018763,Coffee Shop,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Hazev,51.501248,-0.019317,Turkish Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Hook at the O2,51.50097,0.005589,Beer Bar,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,The Breakfast Club,51.506018,-0.017874,"Cafes, Coffee, and Tea Houses",7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,caffe fratelli Docklands,51.508369,0.018616,Café,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,One Canada Square,51.504966,-0.019614,Champagne Bar,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Cafe Pura,51.494304,0.013601,Café,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,ASK Italian,51.503695,0.004872,Pizzeria,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Big Easy,51.506172,-0.019244,Beer Garden,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Pepenero,51.512555,0.010737,Italian Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,The Sipping Room,51.507456,-0.02194,Cocktail Bar,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Chatime,51.498425,-0.016005,Bubble Tea Shop,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Las Iguanas,51.50358,0.00471,Latin American Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Saikei,51.492247,0.009968,Chinese Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Top 1 Forever,51.507543,0.020675,French Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Capeesh,51.499922,-0.017563,Italian Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,All Bar One the O2,51.501723,0.00431,Cocktail Bar,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Subway,,,Fast Food Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Cabana,51.50162,0.00562,Brazilian Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Burger Van,51.508082,0.008648,Burger Joint,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,The Orchard Cafe,51.508103,0.009118,Café,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,McDonald's,51.518058,0.014096,Fast Food Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Petit Cafe,51.514921,0.009252,Lebanese Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Five Guys the O2,51.503062,0.005218,Burger Joint,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Gaucho,51.502117,0.004642,Argentinian Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Nakhon Thai,51.505971,0.01578,Thai Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Il Bianco,51.506499,-0.006047,Pizzeria,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Godiva Restaurant,51.511892,0.011614,Eastern European Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Dallas Chicken,51.513903,0.008265,BBQ Joint,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Busaba Eathai,51.502155,0.004299,Thai Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,T.G.I. Friday's,51.503203,0.004755,American Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Zizzi,51.503391,0.005328,Italian Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Benito’s Hat,51.503631,0.00465,Mexican Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Scarlet Rasoi,51.502917,0.003208,Indian Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Sichuan Kitchen,51.511372,-0.011862,Chinese Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Frankie & Benny's,51.502981,0.00462,Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Rodizio Rico,51.50278,0.004955,Brazilian Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,PizzaExpress,51.502891,0.005022,Pizzeria,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Zero Sette,51.50876,0.024895,Italian Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Maureen's Pie & Mash Shop,51.513058,-0.015228,English Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Tapa Tapa,51.508777,0.025272,Tapas Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Cafe Bonnane,51.507971,0.02057,Café,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Ole & Steen,51.506052,-0.017121,Bakery,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Chai Ki,51.506086,-0.017558,Indian Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Reem Al Bawadi,51.507919,0.02063,Middle Eastern Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Thunderbird,51.505932,-0.016187,Fried Chicken Joint,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Birley Sandwiches,51.504328,-0.014602,Café,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Roka,51.504782,-0.018902,Japanese Restaurant,7.63,324745,16.057,30.76,307.615
Tower Hamlets,51.5099,0.0059,Design District Canteen,51.499997,0.005064,Food Court,7.63,324745,16.057,30.76,307.615
Waltham Forest,51.5908,0.0134,Bare Brew Coffee,51.57994,0.02398,Coffee Shop,14.99,276983,7.13,28.043,73.32
Waltham Forest,51.5908,0.0134,Homies on Donkeys,51.588542,-0.004767,Taco Restaurant,14.99,276983,7.13,28.043,73.32
Waltham Forest,51.5908,0.0134,Ark Fish Restaurant,51.587946,0.027871,Seafood Restaurant,14.99,276983,7.13,28.043,73.32
Waltham Forest,51.5908,0.0134,Dada,51.599376,0.020106,Coffee Shop,14.99,276983,7.13,28.043,73.32
Waltham Forest,51.5908,0.0134,Bombetta London,51.581114,0.021215,Italian Restaurant,14.99,276983,7.13,28.043,73.32
Waltham Forest,51.5908,0.0134,The Larder,51.57923,0.025012,Café,14.99,276983,7.13,28.043,73.32
Waltham Forest,51.5908,0.0134,Wood Oven B B Q,51.592948,0.026165,BBQ Joint,14.99,276983,7.13,28.043,73.32
Waltham Forest,51.5908,0.0134,Provender,51.579735,0.024221,Bistro,14.99,276983,7.13,28.043,73.32
